ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position
7985,simple,PL008,"Assiettes jetables color PM",1,0,visible,"pack de 10","Couleur : blanc\nDiametre : 18 cm\nJetable : oui\nContact alimentaire : oui\nMatiere : polypropylene\n\nUnites par paquet\npack de 10",,,taxable,,1,,,0,0,,18,,,1,,,"1000,00","Assiettes, Plastique",,,,,,,,,,,,0
7986,simple,PL012,"Assiettes OR en carton GM",1,0,visible,"pack de 10","Assiettes Carton alimentaire couleur or.\nParticulierement utilise comme plateaux de service ou sous plats.\nDiametre : 29 cm\nPrix pour un paquet de 10 pieces.\nUnites par paquet\npack de 10",,,taxable,,1,,,0,0,,29,,,1,,,"2000,00","Assiettes, Carton alimentaire, Or",,,"http://laroseellc.shop/wp-content/uploads/2023/08/plats-carton-or2-1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/plats-carton-or1-1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/plats-carton-or2.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/plats-carton-or3.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/plats-carton-or-1.jpg",,,,,,,,,0
7987,simple,PL011,"Assiettes OR en carton PM",1,0,visible,"pack de 10","Assiettes Carton alimentaire couleur or.\nParticulierement utilise comme plats pour repas.\nDiametre : 19 cm\nPrix pour un paquet de 10 pieces.\nUnites par paquet\npack de 10",,,taxable,,1,,,0,0,,19,,,1,,,"1000,00","Assiettes, Carton alimentaire, Or",,,"http://laroseellc.shop/wp-content/uploads/2023/08/plats-carton-or1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/plats-carton-or1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/plats-carton-or.jpg",,,,,,,,,0
7988,simple,PL009,"Plats a gateau en carton",1,0,visible,"pack de 10","Petits plats en carton.\nIdeal pour partager des tranches de gxc3xa2teaux pendant les manifestations.\nDiametre : 18 cm\nPrix pour paquet de 18 pieces\nUnites par paquet\npack de 10",,,taxable,,1,,,0,0,,18,,,1,,,"1000,00","Assiettes, Carton alimentaire",,,"http://laroseellc.shop/wp-content/uploads/2023/08/plats-gateaux3.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/plats-gateaux1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/plats-gateaux2.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/plats-gateaux3.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/plats-gateaux.jpg",,,,,,,,,0
7989,simple,PL015,"Plats FALCON en carton lot/100",1,0,visible,"pack de 100","Assiettes Carton alimentaire 100% biodegradable. Eco-friendly.\nDiametre : 23 cm\nJetable : oui\nPrix pour un paquet de 100 assiettes.\nUnites par paquet\npack de 100",,,taxable,,1,,,0,0,,23,,,1,,,"4000,00","Assiettes, Biodegradable, Carton alimentaire",,,,,,,,,,,,0
7990,simple,PL017,"Plats FALCON en carton PM",1,0,visible,"pack de 100","Assiettes Carton alimentaire 100% biodegradable. Eco-friendly.\nDiametre : 18 cm\nJetable : oui\nPrix pour un paquet de 100 assiettes.\nUnites par paquet\npack de 100",,,taxable,,1,,,0,0,,18,,,1,,,"2800,00","Assiettes, Biodegradable, Carton alimentaire",,,,,,,,,,,,0
7991,simple,ASS005,"Assiettes PP blanches",1,0,visible,"Prix pour 1kg (comprends entre 39-45 pieces)","Ce plateau rectangulaire est fonctionnel xc3xa0 la fois dans la conception et la convivialite et met en valeur vos celebres produits fraxc3xaechement prepares, xc3xa0 savoir les biscuits, les pxc3xa2tisseries, les beignets et bien plus.\nDimensions : 23 x 16 cm\nBon pour les supermarches, les restaurants, les entreprises de livraison, les restaurants et les cafes, son style elegant convient pour xc3xaatre utilise dans les vitrines et les demonstrations de placement de produits devant la maison.\n\nPrix pour 1kg (comprends entre 39-45 pieces)",,,taxable,,1,,,0,0,,23,,,1,,,"6000,00","Assiettes, Polypropylene",,,http://laroseellc.shop/wp-content/uploads/2023/08/OIP.jpg,,,,,,,,,0
7992,simple,PL018,"Assiettes en carton blanc or",1,0,visible,"pack de 10",,,,taxable,,1,,,0,0,,23,,,1,,,"1000,00","Carton alimentaire, Papier",,,http://laroseellc.shop/wp-content/uploads/2023/08/Paper-Plate.jpg,,,,,,,,,0
7993,simple,couv001,"Cuilleres jetables blanches",1,0,visible,"pack de 50","Cuillere jetable en plastique blanche.\nLe prix est pour le paquet de 50 cuilleres.\nUnites par paquet\npack de 50",,,taxable,,1,,,0,0,,,,,1,,,"700,00","Couverts Jetables, Cuilleres, Plastique",,,,,,,,,,,,0
7994,simple,couv0012,"Fourchettes jetables blanches",1,0,visible,"pack de 50","Fourchette jetable en plastique blanche.\nLe prix est pour le paquet de 50 fourchettes.\nUnites par paquet\npack de 50",,,taxable,,1,,,0,0,,,,,1,,,"700,00","Couverts Jetables, Fourchettes, Plastique",,,"http://laroseellc.shop/wp-content/uploads/2023/08/1er-prix-couverts-fourchettes-17cm-plastique-blanc-pas-cher-discount-grossit.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/1er-prix-couverts-fourchettes-17cm-plastique-blanc-pas-cher-discount-grossit.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/Disposable-Forks.jpg",,,,,,,,,0
7995,simple,couv003,"Fourchettes reutilisables transparentes",1,0,visible,"pack de 50","100% recyclable.\nMateriau leger et rigide qui l'empxc3xaache de se plier ou de se casser.\nIdeal pour tous les types d'entreprises de restauration, les cantines scolaires, les hxc3xb4pitaux ainsi que les services de restauration.\nLe prix est pour un paquet de 50 fourchettes.",,,taxable,,1,,,0,0,,,,,1,,,"2000,00","Fourchettes, Transparent",,,"http://laroseellc.shop/wp-content/uploads/2023/08/fourchette-plastique-transparent-190mm.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/fourchette-plastique-transparent-190mm-1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/fourchettes-jetable-transparente-10-cm-par-250.jpg",,,,,,,,,0
7996,simple,couv0032,"Fourchettes rxc3xa9utilisables transparentes",1,0,visible,50,,,,taxable,,1,,,0,0,,,,,1,,,"2000,00",Divers,,,,,,,,,,,,0
7997,simple,couv004,"Cuilleres a dessert jetables blanches",1,0,visible,"pack de 50",,,,taxable,,1,,,0,0,,,,,1,,,"500,00","Biodegradable, Cuilleres, Plastique",,,"http://laroseellc.shop/wp-content/uploads/2023/08/CUILLERE-A-DESSERT-EN-PLASTIQUE-BLANC-LOT-DE-100-.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/cuillere-a-dessert.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/CUILLERE-A-DESSERT-EN-PLASTIQUE-BLANC-LOT-DE-100-.jpg",,,,,,,,,0
7998,simple,couv006,"Fourchettes en OR jetables",1,0,visible,"pack de 10",,,,taxable,,1,,,0,0,,,,,1,,,"1000,00","Fourchettes, Plastique",,,"http://laroseellc.shop/wp-content/uploads/2023/08/fourchettes-en-or.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/fourchettes-en-or2.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/fourchettes-en-or.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/fourchettes-en-or1.jpg",,,,,,,,,0
8000,simple,couv008,"Cuilleres a glace",1,0,visible,"pack de 24",,,,taxable,,1,,,0,0,,,,,1,,,"500,00","Cuilleres, Plastique",,,"http://laroseellc.shop/wp-content/uploads/2023/08/cuillere-a-glace.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/cuillere-a-glace1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/cuillere-a-glace.jpg",,,,,,,,,0
8001,simple,couv009,"Fruit fork",1,0,visible,"pack de 50",,,,taxable,,1,,,0,0,,,,,1,,,"750,00","Fourchettes, Plastique",,,"http://laroseellc.shop/wp-content/uploads/2023/08/pique-fruit.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/fruit-fork1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/fruit-fork.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/pique-fruit.jpg",,,,,,,,,0
8002,simple,couv010,"Kit couverts",1,0,visible,"pack de 25",,,,taxable,,1,,,0,0,,,,,1,,,"3000,00","Biodegradable, Couteaux, Cuilleres, Fourchettes, Kits, Varies",,,"http://laroseellc.shop/wp-content/uploads/2023/08/kit-couvert-1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/kit-couvert1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/kit-couvert2.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/kit-couvert.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/kit-couvert.png",,,,,,,,,0
8003,simple,couv014,"Cuilleres a dessert transparentes",1,0,visible,"pack de 50",,,,taxable,,1,,,0,0,,,,,1,,,"1000,00","Biodegradable, Cuilleres, Plastique",,,"http://laroseellc.shop/wp-content/uploads/2023/08/couverts-luxe-translucite-cuillere-13cm-plastique-discount-grossite-csj-emba.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/couverts-luxe-translucite-cuillere-13cm-plastique-discount-grossite-csj-emba.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/cuillere-a-dessert-transparent.jpg",,,,,,,,,0
8004,simple,couv016,"Fourchettes jetables en bois",1,0,visible,"pack de 50",,,,taxable,,1,,,0,0,,,,,1,,,"2000,00","Bois, Fourchettes",,,"http://laroseellc.shop/wp-content/uploads/2023/08/lot-de-12-fourchettes-en-bois-ecologique-16cm-naturel.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/fourchettes-en-bois.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/lot-de-12-fourchettes-en-bois-ecologique-16cm-naturel.jpg",,,,,,,,,0
8005,simple,couv018,"Cuillere a glace en bois",1,0,visible,"pack de 50",,,,taxable,,1,,,0,0,,,,,1,,,"1000,00","Bois, Cuilleres",,,"http://laroseellc.shop/wp-content/uploads/2023/08/cuillere-a-glace-en-bois.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/cuillere-a-glace-en-bois.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/cuillere-a-glace-en-bois1.jpg",,,,,,,,,0
8006,simple,cout001,"Couteaux jetables blanc",1,0,visible,"pack de 20",,,,taxable,,1,,,0,0,,,,,1,,,"500,00","Biodegradable, Couteaux",,,"http://laroseellc.shop/wp-content/uploads/2023/08/couteau-jetable1.jpeg, http://laroseellc.shop/wp-content/uploads/2023/08/couteau-jetable-1.jpeg",,,,,,,,,0
8224,simple,BKR006,"Kraft bowl rectangulaire 2 comp. 2100ml",1,0,visible,"pack de 12","Barquettes en carton Kraft avec couvercle en PP.\nDimension : 2100 ml\nAvec un laminage interieur le rendant impermeable.\nIsolant thermique, garde les aliments frais plus longtemps.\nIl permet de transporter des aliments liquides et solides.\nLeger et facile xc3xa0 ranger.\nForme : rectangulaire\nCompartiments : 2\nResistant aux chocs et aux impacts\nDesign : GreenUSA ECO\nGsm : 300\nPrix pour 12 barquettes.\nUnites par paquet\npack de 12",,,taxable,,1,,,0,0,,2100,,,1,,,"6000,00","Barquettes, Carton Kraft",,,"http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-papier-kraft-1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-papier-kraft1-1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-papier-kraft-1.jpg",,,,,,,,,0
8225,simple,BKR003,"kraft bowl round 750ml",1,0,visible,"pack de 12","Barquettes en carton Kraft avec couvercle en PP.\nDimension : 750 ml\nAvec un laminage interieur le rendant impermeable.\nIsolant thermique, garde les aliments frais plus longtemps.\nIl permet de transporter des aliments liquides et solides.\nLeger et facile xc3xa0 ranger.\nForme : rectangulaire\nResistant aux chocs et aux impacts\nDesign : GreenUSA ECO\nGsm : 300\nPrix pour 12 barquettes.\nUnites par paquet\npack de 12",,,taxable,,1,,,0,0,,750,,,1,,,"3000,00","Barquettes, Carton Kraft",,,"http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-papier-kraft1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-papier-kraft3.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-papier-kraft4.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-papier-kraft.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-papier-kraft2.jpg",,,,,,,,,0
8226,simple,BKR004,"kraft bowl round 1000ml",1,0,visible,"pack de 12","Barquettes en carton Kraft avec couvercle en PP.\nDimension : 1000 ml\nAvec un laminage interieur le rendant impermeable.\nIsolant thermique, garde les aliments frais plus longtemps.\nIl permet de transporter des aliments liquides et solides.\nLeger et facile xc3xa0 ranger.\nForme : rectangulaire\nCompartiments : 2\nResistant aux chocs et aux impacts\nDesign : GreenUSA ECO\nGsm : 300\nPrix pour 12 barquettes.\nUnites par paquet\npack de 12",,,taxable,,1,,,0,0,,1000,,,1,,,"3850,00","Barquettes, Carton Kraft",,,"http://laroseellc.shop/wp-content/uploads/2023/08/kraft-bowl-round-1000ml-2.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/kraft-bowl-round-1000ml-3.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/kraft-bowl-round-1000ml-4.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/kraft-bowl-round-1000ml-5.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/kraft-bowl-round-1000ml.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/kraft-bowl-round-1000ml-2-1.jpg",,,,,,,,,0
8227,simple,PLT004R,"Plateau alu oval",1,0,visible,"pack de 5","Recyclable et resistant aux graisses et aux huiles.\nDimension : 46 x 35 x 9 cm\nCompatible avec la congelation par air pulse et la fermeture par film plastique.\nCouvercles compatibles disponibles dans les accessoires.\nPrix pour 05 plateaux.\nUnites par paquet\npack de 5",,,taxable,,1,,,0,0,,46,,,1,,,"10000,00","Aluminium, Plateaux",,,,,,,,,,,,0
8228,simple," PL015","Plats FALCON en carton GM",1,0,visible,"pack de 100",,,,taxable,,1,,,0,0,,23,,,1,,,"4000,00",Divers,,,,,,,,,,,,0
